event,asset,method,n,prevalence,auc,average_precision,quantile,threshold_from,threshold,accuracy,precision,recall,f1,false_alarm_rate,alarm_rate
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.7,control,0.149828,0.308411,0.333333,0.804878,0.471429,1.0,0.925234
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.7,test,0.238821,0.448598,0.21875,0.170732,0.191781,0.378788,0.299065
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.75,control,0.156685,0.252336,0.290323,0.658537,0.402985,1.0,0.869159
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.75,test,0.244609,0.495327,0.259259,0.170732,0.205882,0.30303,0.252336
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.8,control,0.165479,0.205607,0.25,0.536585,0.341085,1.0,0.82243
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.8,test,0.250647,0.523364,0.272727,0.146341,0.190476,0.242424,0.205607
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.85,control,0.177757,0.168224,0.192308,0.365854,0.252101,0.954545,0.728972
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.85,test,0.252832,0.542056,0.25,0.097561,0.140351,0.181818,0.149533
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.9,control,0.198462,0.205607,0.15625,0.243902,0.190476,0.818182,0.598131
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.9,test,0.257925,0.570093,0.272727,0.073171,0.115385,0.121212,0.102804
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.95,control,0.243971,0.485981,0.25,0.170732,0.202899,0.318182,0.261682
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.95,test,0.265886,0.579439,0.166667,0.02439,0.042553,0.075758,0.056075
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.975,control,0.262981,0.560748,0.2,0.04878,0.078431,0.121212,0.093458
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.975,test,0.27115,0.607477,0.333333,0.02439,0.045455,0.030303,0.028037
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.99,control,0.347042,0.616822,0.0,0.0,0.0,0.0,0.0
Iran 2025,EURUSD,hybrid2,107,0.383178,0.18847,0.271866,0.99,test,0.300263,0.598131,0.0,0.0,0.0,0.030303,0.018692
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.7,control,0.525589,0.457944,0.0,0.0,0.0,0.257576,0.158879
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.7,test,0.502101,0.448598,0.21875,0.170732,0.191781,0.378788,0.299065
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.75,control,0.532527,0.46729,0.0,0.0,0.0,0.242424,0.149533
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.75,test,0.5054,0.476636,0.222222,0.146341,0.176471,0.318182,0.252336
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.8,control,0.538408,0.485981,0.0,0.0,0.0,0.212121,0.130841
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.8,test,0.510499,0.504673,0.227273,0.121951,0.15873,0.257576,0.205607
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.85,control,0.541069,0.514019,0.0,0.0,0.0,0.166667,0.102804
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.85,test,0.526496,0.46729,0.0,0.0,0.0,0.242424,0.149533
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.9,control,0.548158,0.551402,0.0,0.0,0.0,0.106061,0.065421
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.9,test,0.540726,0.514019,0.0,0.0,0.0,0.166667,0.102804
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.95,control,0.55841,0.588785,0.0,0.0,0.0,0.045455,0.028037
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.95,test,0.551351,0.560748,0.0,0.0,0.0,0.090909,0.056075
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.975,control,0.568499,0.607477,0.0,0.0,0.0,0.015152,0.009346
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.975,test,0.557199,0.588785,0.0,0.0,0.0,0.045455,0.028037
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.99,control,0.57542,0.616822,0.0,0.0,0.0,0.0,0.0
Iran 2025,EURUSD,isolation_forest,107,0.383178,0.273097,0.279347,0.99,test,0.564597,0.598131,0.0,0.0,0.0,0.030303,0.018692
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.7,control,0.268266,0.626168,0.506667,0.926829,0.655172,0.560606,0.700935
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.7,test,0.329531,0.654206,0.5625,0.439024,0.493151,0.212121,0.299065
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.75,control,0.287811,0.654206,0.534483,0.756098,0.626263,0.409091,0.542056
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.75,test,0.342968,0.607477,0.481481,0.317073,0.382353,0.212121,0.252336
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.8,control,0.31251,0.691589,0.586957,0.658537,0.62069,0.287879,0.429907
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.8,test,0.353115,0.560748,0.363636,0.195122,0.253968,0.212121,0.205607
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.85,control,0.332815,0.64486,0.548387,0.414634,0.472222,0.212121,0.28972
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.85,test,0.374331,0.560748,0.3125,0.121951,0.175439,0.166667,0.149533
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.9,control,0.344708,0.598131,0.461538,0.292683,0.358209,0.212121,0.242991
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.9,test,0.404889,0.570093,0.272727,0.073171,0.115385,0.121212,0.102804
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.95,control,0.364838,0.542056,0.277778,0.121951,0.169492,0.19697,0.168224
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.95,test,0.441217,0.560748,0.0,0.0,0.0,0.090909,0.056075
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.975,control,0.378319,0.551402,0.266667,0.097561,0.142857,0.166667,0.140187
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.975,test,0.511527,0.588785,0.0,0.0,0.0,0.045455,0.028037
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.99,control,0.391287,0.551402,0.230769,0.073171,0.111111,0.151515,0.121495
Iran 2025,EURUSD,omnianomaly,107,0.383178,0.702513,0.482466,0.99,test,0.539673,0.598131,0.0,0.0,0.0,0.030303,0.018692
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.7,control,-0.100741,0.504673,0.071429,0.02439,0.036364,0.19697,0.130841
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.7,test,-0.55495,0.485981,0.28125,0.219512,0.246575,0.348485,0.299065
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.75,control,0.029074,0.53271,0.090909,0.02439,0.038462,0.151515,0.102804
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.75,test,-0.397858,0.476636,0.222222,0.146341,0.176471,0.318182,0.252336
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.8,control,0.110442,0.551402,0.111111,0.02439,0.04,0.121212,0.084112
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.8,test,-0.316802,0.504673,0.227273,0.121951,0.15873,0.257576,0.205607
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.85,control,0.225965,0.551402,0.0,0.0,0.0,0.106061,0.065421
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.85,test,-0.225758,0.504673,0.125,0.04878,0.070175,0.212121,0.149533
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.9,control,0.426116,0.579439,0.0,0.0,0.0,0.060606,0.037383
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.9,test,0.031236,0.53271,0.090909,0.02439,0.038462,0.151515,0.102804
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.95,control,0.734255,0.616822,0.0,0.0,0.0,0.0,0.0
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.95,test,0.351247,0.560748,0.0,0.0,0.0,0.090909,0.056075
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.975,control,0.881573,0.616822,0.0,0.0,0.0,0.0,0.0
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.975,test,0.465979,0.588785,0.0,0.0,0.0,0.045455,0.028037
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.99,control,0.928465,0.616822,0.0,0.0,0.0,0.0,0.0
Iran 2025,EURUSD,one_class_svm,107,0.383178,0.254619,0.275983,0.99,test,0.495243,0.598131,0.0,0.0,0.0,0.030303,0.018692
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.7,control,0.149828,0.308411,0.333333,0.804878,0.471429,1.0,0.925234
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.7,test,0.238821,0.448598,0.21875,0.170732,0.191781,0.378788,0.299065
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.75,control,0.156685,0.252336,0.290323,0.658537,0.402985,1.0,0.869159
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.75,test,0.244609,0.495327,0.259259,0.170732,0.205882,0.30303,0.252336
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.8,control,0.165479,0.205607,0.25,0.536585,0.341085,1.0,0.82243
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.8,test,0.250647,0.523364,0.272727,0.146341,0.190476,0.242424,0.205607
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.85,control,0.177757,0.168224,0.192308,0.365854,0.252101,0.954545,0.728972
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.85,test,0.252832,0.542056,0.25,0.097561,0.140351,0.181818,0.149533
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.9,control,0.198462,0.205607,0.15625,0.243902,0.190476,0.818182,0.598131
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.9,test,0.257925,0.570093,0.272727,0.073171,0.115385,0.121212,0.102804
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.95,control,0.243971,0.485981,0.25,0.170732,0.202899,0.318182,0.261682
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.95,test,0.265886,0.579439,0.166667,0.02439,0.042553,0.075758,0.056075
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.975,control,0.262981,0.560748,0.2,0.04878,0.078431,0.121212,0.093458
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.975,test,0.27115,0.607477,0.333333,0.02439,0.045455,0.030303,0.028037
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.99,control,0.347042,0.616822,0.0,0.0,0.0,0.0,0.0
Iran 2025,EURUSD,standalone_fanogan,107,0.383178,0.18847,0.271866,0.99,test,0.300263,0.598131,0.0,0.0,0.0,0.030303,0.018692
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.7,control,0.018821,0.383178,0.383178,1.0,0.554054,1.0,1.0
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.7,test,0.25041,0.46729,0.25,0.195122,0.219178,0.363636,0.299065
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.75,control,0.020327,0.383178,0.383178,1.0,0.554054,1.0,1.0
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.75,test,0.25831,0.514019,0.296296,0.195122,0.235294,0.287879,0.252336
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.8,control,0.022042,0.383178,0.383178,1.0,0.554054,1.0,1.0
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.8,test,0.268324,0.560748,0.363636,0.195122,0.253968,0.212121,0.205607
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.85,control,0.023644,0.383178,0.383178,1.0,0.554054,1.0,1.0
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.85,test,0.275966,0.598131,0.4375,0.170732,0.245614,0.136364,0.149533
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.9,control,0.026876,0.383178,0.383178,1.0,0.554054,1.0,1.0
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.9,test,0.287761,0.607477,0.454545,0.121951,0.192308,0.090909,0.102804
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.95,control,0.029816,0.383178,0.383178,1.0,0.554054,1.0,1.0
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.95,test,0.298186,0.635514,0.666667,0.097561,0.170213,0.030303,0.056075
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.975,control,0.031949,0.383178,0.383178,1.0,0.554054,1.0,1.0
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.975,test,0.309731,0.607477,0.333333,0.02439,0.045455,0.030303,0.028037
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.99,control,0.033975,0.383178,0.383178,1.0,0.554054,1.0,1.0
Iran 2025,EURUSD,tranad,107,0.383178,0.297118,0.346965,0.99,test,0.325532,0.616822,0.5,0.02439,0.046512,0.015152,0.018692
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.7,control,1.379179,0.252336,0.02439,0.02439,0.02439,0.606061,0.383178
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.7,test,1.446819,0.336449,0.03125,0.02439,0.027397,0.469697,0.299065
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.75,control,1.400719,0.271028,0.025641,0.02439,0.025,0.575758,0.364486
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.75,test,1.464027,0.364486,0.0,0.0,0.0,0.409091,0.252336
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.8,control,1.44814,0.345794,0.032258,0.02439,0.027778,0.454545,0.28972
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.8,test,1.489905,0.411215,0.0,0.0,0.0,0.333333,0.205607
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.85,control,1.464146,0.364486,0.0,0.0,0.0,0.409091,0.252336
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.85,test,1.526921,0.46729,0.0,0.0,0.0,0.242424,0.149533
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.9,control,1.499794,0.429907,0.0,0.0,0.0,0.30303,0.186916
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.9,test,1.544016,0.514019,0.0,0.0,0.0,0.166667,0.102804
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.95,control,1.551628,0.523364,0.0,0.0,0.0,0.151515,0.093458
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.95,test,1.577788,0.560748,0.0,0.0,0.0,0.090909,0.056075
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.975,control,1.565285,0.542056,0.0,0.0,0.0,0.121212,0.074766
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.975,test,1.619371,0.588785,0.0,0.0,0.0,0.045455,0.028037
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.99,control,1.581778,0.570093,0.0,0.0,0.0,0.075758,0.046729
Iran 2025,EURUSD,usad,107,0.383178,0.285661,0.282344,0.99,test,1.690325,0.598131,0.0,0.0,0.0,0.030303,0.018692
Iran 2025,EURUSD,vae,107,0.383178,0.34405,0.33264,0.7,test,0.331139,0.523364,0.34375,0.268293,0.30137,0.318182,0.299065
Iran 2025,EURUSD,vae,107,0.383178,0.34405,0.33264,0.75,test,0.34108,0.53271,0.333333,0.219512,0.264706,0.272727,0.252336
Iran 2025,EURUSD,vae,107,0.383178,0.34405,0.33264,0.8,test,0.366508,0.579439,0.409091,0.219512,0.285714,0.19697,0.205607
Iran 2025,EURUSD,vae,107,0.383178,0.34405,0.33264,0.85,test,0.378081,0.560748,0.3125,0.121951,0.175439,0.166667,0.149533
Iran 2025,EURUSD,vae,107,0.383178,0.34405,0.33264,0.9,test,0.387144,0.588785,0.363636,0.097561,0.153846,0.106061,0.102804
Iran 2025,EURUSD,vae,107,0.383178,0.34405,0.33264,0.95,test,0.426969,0.598131,0.333333,0.04878,0.085106,0.060606,0.056075
Iran 2025,EURUSD,vae,107,0.383178,0.34405,0.33264,0.975,test,0.454801,0.588785,0.0,0.0,0.0,0.045455,0.028037
Iran 2025,EURUSD,vae,107,0.383178,0.34405,0.33264,0.99,test,0.499891,0.598131,0.0,0.0,0.0,0.030303,0.018692
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.7,control,8.4e-05,0.486486,0.486486,1.0,0.654545,1.0,1.0
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.7,test,0.00554,0.486486,0.454545,0.277778,0.344828,0.315789,0.297297
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.75,control,0.000398,0.486486,0.486486,1.0,0.654545,1.0,1.0
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.75,test,0.005609,0.432432,0.333333,0.166667,0.222222,0.315789,0.243243
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.8,control,0.002495,0.486486,0.486486,1.0,0.654545,1.0,1.0
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.8,test,0.005736,0.459459,0.375,0.166667,0.230769,0.263158,0.216216
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.85,control,0.006235,0.432432,0.2,0.055556,0.086957,0.210526,0.135135
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.85,test,0.006004,0.459459,0.333333,0.111111,0.166667,0.210526,0.162162
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.9,control,0.009815,0.486486,0.0,0.0,0.0,0.052632,0.027027
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.9,test,0.007005,0.405405,0.0,0.0,0.0,0.210526,0.108108
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.95,control,0.015011,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.95,test,0.008815,0.459459,0.0,0.0,0.0,0.105263,0.054054
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.975,control,0.023053,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.975,test,0.009735,0.486486,0.0,0.0,0.0,0.052632,0.027027
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.99,control,0.027176,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,anomaly_transformer,37,0.486486,0.616959,0.534002,0.99,test,0.009865,0.486486,0.0,0.0,0.0,0.052632,0.027027
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.7,control,0.121725,0.351351,0.0,0.0,0.0,0.315789,0.162162
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.7,test,0.095164,0.216216,0.0,0.0,0.0,0.578947,0.297297
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.75,control,0.139078,0.432432,0.0,0.0,0.0,0.157895,0.081081
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.75,test,0.100951,0.27027,0.0,0.0,0.0,0.473684,0.243243
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.8,control,0.182935,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.8,test,0.108029,0.297297,0.0,0.0,0.0,0.421053,0.216216
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.85,control,0.246574,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.85,test,0.118911,0.351351,0.0,0.0,0.0,0.315789,0.162162
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.9,control,0.281677,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.9,test,0.130326,0.405405,0.0,0.0,0.0,0.210526,0.108108
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.95,control,0.369417,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.95,test,0.1477,0.459459,0.0,0.0,0.0,0.105263,0.054054
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.975,control,0.512833,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.975,test,0.151995,0.486486,0.0,0.0,0.0,0.052632,0.027027
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.99,control,0.542555,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,autoencoder,37,0.486486,0.0,0.309829,0.99,test,0.163057,0.486486,0.0,0.0,0.0,0.052632,0.027027
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.7,control,0.013651,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.7,test,0.00607,0.216216,0.0,0.0,0.0,0.578947,0.297297
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.75,control,0.014786,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.75,test,0.006312,0.27027,0.0,0.0,0.0,0.473684,0.243243
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.8,control,0.020076,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.8,test,0.007041,0.297297,0.0,0.0,0.0,0.421053,0.216216
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.85,control,0.023029,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.85,test,0.007315,0.351351,0.0,0.0,0.0,0.315789,0.162162
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.9,control,0.028847,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.9,test,0.007528,0.405405,0.0,0.0,0.0,0.210526,0.108108
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.95,control,0.033712,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.95,test,0.007842,0.459459,0.0,0.0,0.0,0.105263,0.054054
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.975,control,0.035896,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.975,test,0.008138,0.486486,0.0,0.0,0.0,0.052632,0.027027
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.99,control,0.042116,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,cnn_autoencoder,37,0.486486,0.0,0.309829,0.99,test,0.009293,0.486486,0.0,0.0,0.0,0.052632,0.027027
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.7,control,-1.345261,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.7,test,-7.906441,0.540541,0.545455,0.333333,0.413793,0.263158,0.297297
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.75,control,-0.018941,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.75,test,-7.698507,0.540541,0.555556,0.277778,0.37037,0.210526,0.243243
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.8,control,2.029581,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.8,test,-7.58982,0.513514,0.5,0.222222,0.307692,0.210526,0.216216
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.85,control,4.370696,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.85,test,-7.143327,0.567568,0.666667,0.222222,0.333333,0.105263,0.162162
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.9,control,8.042985,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.9,test,-6.425736,0.567568,0.75,0.166667,0.272727,0.052632,0.108108
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.95,control,18.745757,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.95,test,-5.415211,0.567568,1.0,0.111111,0.2,0.0,0.054054
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.975,control,24.168897,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.975,test,-5.124455,0.540541,1.0,0.055556,0.105263,0.0,0.027027
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.99,control,25.056254,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,dagmm,37,0.486486,0.52924,0.604475,0.99,test,-4.705315,0.540541,1.0,0.055556,0.105263,0.0,0.027027
Iran 2026,USOIL,deep_svdd,37,0.486486,0.023392,0.312001,0.7,control,0.000646,0.513514,0.0,0.0,0.0,0.0,0.0
Iran 2026,USOIL,deep_svdd,37,0.486486,0.023392,0.312001,0.7,test,7.2e-05,0.216216,0.0,0.0,0.0,0.578947,0.297297
